FAA	ICAO	LATITUDE	LONGITITUDE	NAME	CITY	COUNTRY
	OPMR	24.893564	66.938753	Masroor	Karachi	Pakistan
MUX	OPMT	30.203222	71.419111	Multan Intl	Multan	Pakistan
WNS	OPNH	26.219442	68.390053	Nawabshah	Nawabshah	Pakistan
	OPOK	30.741025	73.357736	Okara	Okara	Pakistan
PJG	OPPG	26.954547	64.132517	Panjgur	Panjgur	Pakistan
PSI	OPPI	25.290487	63.345083	Pasni	Pasni	Pakistan
PEW	OPPS	33.993911	71.514581	Peshawar Intl	Peshawar	Pakistan
	OPQS	33.560153	73.033217	Qasim	Qasim	Pakistan
UET	OPQT	30.251369	66.937764	Quetta	Quetta	Pakistan
RYK	OPRK	28.3839	70.279572	Sheikh Zayed	Rahim Yar Khan	Pakistan
ISB	OPRN	33.616653	73.099233	Chaklala	Islamabad	Pakistan
	OPRS	34.081112	71.972583	Risalpur	Risalpur	Pakistan
RAZ	OPRT	33.849658	73.798147	Rawalakot	Rawala Kot	Pakistan
1RL	K1RL	48.9797222	-123.0788889	Point Roberts Airpark	Point Roberts	United States
SKZ	OPSK	27.721989	68.791683	Sukkur	Sukkur	Pakistan
SDT	OPSS	34.813556	72.352814	Saidu Sharif	Saidu Sharif	Pakistan
SUL	OPSU	28.645142	69.176917	Sui	Sui	Pakistan
BDN	OPTH	24.841519	68.838408	Talhar	Talhar	Pakistan
	OPWN	32.304664	69.570433	Wana	Wana	Pakistan
PZH	OPZB	31.358381	69.463606	Zhob	Zhob	Pakistan
BSR	ORMM	30.549069	47.662142	Basrah Intl	Basrah	Iraq
ALP	OSAP	36.180675	37.224358	Aleppo Intl	Aleppo	Syria
DAM	OSDI	33.410636	36.514267	Damascus Intl	Damascus	Syria
DEZ	OSDZ	35.285374	40.175961	Deir Zzor	Deire Zor	Syria
LTK	OSLK	35.401094	35.948681	Bassel Al Assad Intl	Latakia	Syria
PMS	OSPR	34.557361	38.316889	Palmyra	Palmyra	Syria
DOH	OTBD	25.261125	51.565056	Doha Intl	Doha	Qatar
CIS	PCIS	-2.768122	-171.710394	Canton	Canton Island	Kiribati
ROP	PGRO	14.174308	145.242536	Rota Intl	Rota	Northern Mariana Islands
SPN	PGSN	15.119003	145.729356	Francisco C Ada Saipan Intl	Saipan	Northern Mariana Islands
UAM	PGUA	13.583953	144.930025	Andersen Afb	Andersen	Guam
GUM	PGUM	13.48345	144.795983	Guam Intl	Agana	Guam
TIQ	PGWT	14.999203	145.61935	Tinian Intl	West Tinian	Northern Mariana Islands
NSO	YSCO	-32.0372	150.832	Scone Airport	Scone	Australia
MAJ	PKMJ	7.064758	171.272022	Marshall Islands Intl	Majuro	Marshall Islands
	PKRO	9.396886	167.470869	Dyess Aaf	Kwajalein	Marshall Islands
KWA	PKWA	8.720122	167.731661	Bucholz Aaf	Kwajalein	Marshall Islands
CXI	PLCH	1.986161	-157.349778	Cassidy Intl	Kiritimati	Kiribati
MDY	PMDY	28.201725	-177.380636	Midway Atoll	Midway	Midway Islands
TKK	PTKK	7.461869	151.843006	Chuuk Intl	Chuuk	Micronesia
PNI	PTPN	6.9851	158.208989	Pohnpei Intl	Pohnpei	Micronesia
ROR	PTRO	7.367303	134.544278	Babelthuap	Babelthuap	Palau
KSA	PTSA	5.356975	162.958386	Kosrae	Kosrae	Micronesia
YAP	PTYA	9.498911	138.082497	Yap Intl	Yap	Micronesia
KNH	RCBS	24.427892	118.359197	Shang Yi	Kinmen	Taiwan
PIF	RCDC	22.672367	120.461728	Pingtung South	Pingtung	Taiwan
	RCDI	24.855136	121.237636	Longtan	Longtang	Taiwan
TTT	RCFN	22.754986	121.101681	Fengnin	Fengnin	Taiwan
GNI	RCGI	22.673853	121.466481	Lyudao	Green Island	Taiwan
KHH	RCKH	22.577094	120.350006	Kaohsiung Intl	Kaohsiung	Taiwan
CYI	RCKU	23.461779	120.39283	Chiayi	Chiayi	Taiwan
KYD	RCLY	22.028842	121.533642	Lanyu	Lanyu	Taiwan
RMQ	RCMQ	24.264668	120.62058	Ching Chuang Kang	Taichung	Taiwan
CES	YCNK	-32.7875	151.342	Cessnock Airport	Cessnock	Australia
TNN	RCNN	22.950361	120.205778	Tainan	Tainan	Taiwan
	RCPO	24.818033	120.939394	Hsinchu	Hsinchu	Taiwan
MZG	RCQC	23.568669	119.628311	Magong	Makung	Taiwan
	RCQS	22.793117	121.181975	Jhihhang	Taitung	Taiwan
	RCSQ	22.700239	120.482	Pingtung North	Pingtung	Taiwan
TSA	RCSS	25.069722	121.5525	Sungshan	Taipei	Taiwan
TPE	RCTP	25.077731	121.232822	Taoyuan Intl	Taipei	Taiwan
WOT	RCWA	23.370833	119.494444	Wang An	Wang An	Taiwan
HUN	RCYU	24.023725	121.616906	Hualien	Hualien	Taiwan
NRT	RJAA	35.764722	140.386389	Narita Intl	Tokyo	Japan
MMJ	RJAF	36.166758	137.922669	Matsumoto	Matsumoto	Japan
IBR	RJAH	36.181083	140.415444	Hyakuri	Ibaraki	Japan
	RJAM	24.289697	153.979119	Minami Torishima	Minami Tori Shima	Japan
IWO	RJAW	24.784	141.322722	Iwo Jima	Iwojima	Japan
SHM	RJBD	33.662222	135.364444	Nanki Shirahama	Nanki-shirahama	Japan
	RJBK	34.590836	133.933225	Kohnan	Kohnan	Japan
OBO	RJCB	42.733333	143.217222	Obihiro	Obihiro	Japan
CTS	RJCC	42.7752	141.692283	New Chitose	Sapporo	Japan
HKD	RJCH	41.77	140.821944	Hakodate	Hakodate	Japan
SPK	RJCJ	42.794475	141.666447	Chitose	Chitose	Japan
MMB	RJCM	43.880606	144.164053	Memanbetsu	Memanbetsu	Japan
SHB	RJCN	43.5775	144.96	Nakashibetsu	Nakashibetsu	Japan
	RJCT	42.890544	143.158475	Tokachi	Tokachi	Japan
WKJ	RJCW	45.404167	141.800833	Wakkanai	Wakkanai	Japan
IKI	RJDB	33.749027	129.785417	Iki	Iki	Japan
UBJ	RJDC	33.93	131.278611	Yamaguchi Ube	Yamaguchi	Japan
TSJ	RJDT	34.284889	129.33055	Tsushima	Tsushima	Japan
MBE	RJEB	44.303914	143.404028	Monbetsu	Monbetsu	Japan
AKJ	RJEC	43.670833	142.4475	Asahikawa	Asahikawa	Japan
OIR	RJEO	42.071667	139.432911	Okushiri	Okushiri	Japan
RIS	RJER	45.242006	141.186431	Rishiri	Rishiri Island	Japan
	RJFA	33.883083	130.653	Ashiya	Ashiya	Japan
KUM	RJFC	30.385569	130.659017	Yakushima	Yakushima	Japan
FUJ	RJFE	32.666269	128.832808	Fukue	Fukue	Japan
FUK	RJFF	33.585942	130.450686	Fukuoka	Fukuoka	Japan
TNE	RJFG	30.605067	130.991231	New Tanegashima	Tanegashima	Japan
KOJ	RJFK	31.803397	130.719408	Kagoshima	Kagoshima	Japan
KMI	RJFM	31.877222	131.448611	Miyazaki	Miyazaki	Japan
	RJFN	32.083611	131.451389	Nyutabaru	Nyutabaru	Japan
OIT	RJFO	33.479444	131.737222	Oita	Oita	Japan
KKJ	RJFR	33.845942	131.034689	New Kitakyushu	Kitakyushu	Japan
KMJ	RJFT	32.837319	130.85505	Kumamoto	Kumamoto	Japan
NGS	RJFU	32.916944	129.913611	Nagasaki	Nagasaki	Japan
	RJFY	31.367608	130.845456	Kanoya	Kanoya	Japan
	RJFZ	33.685	131.040278	Tsuiki	Tsuiki	Japan
ASJ	RJKA	28.430633	129.712542	Amami	Amami	Japan
	RJKB	27.425522	128.700903	Okierabu	Okierabu	Japan
TKN	RJKN	27.836381	128.881253	Tokunoshima	Tokunoshima	Japan
	RJNF	36.142847	136.223922	Fukui	Fukui	Japan
	RJNG	35.394078	136.869667	Gifu	Gifu	Japan
	RJNH	34.750239	137.703083	Hamamatsu	Hamamatsu	Japan
KMQ	RJNK	36.394611	136.406544	Komatsu	Kanazawa	Japan
OKI	RJNO	36.181125	133.324844	Oki	Oki Island	Japan
TOY	RJNT	36.648333	137.1875	Toyama	Toyama	Japan
	RJNY	34.812778	138.298056	Shizuhama	Yaizu	Japan
HIJ	RJOA	34.436111	132.919444	Hiroshima	Hiroshima	Japan
OKJ	RJOB	34.756944	133.855278	Okayama	Okayama	Japan
IZO	RJOC	35.413611	132.89	Izumo	Izumo	Japan
	RJOF	34.034667	131.549194	Hofu	Hofu	Japan
YGJ	RJOH	35.492222	133.236389	Yonago Kitaro	Miho	Japan
	RJOI	34.14386	132.23575	Iwakuni Mcas	Iwakuni	Japan
KCZ	RJOK	33.546111	133.669444	Kochi	Kochi	Japan
MYJ	RJOM	33.827222	132.699722	Matsuyama	Matsuyama	Japan
ITM	RJOO	34.785528	135.438222	Osaka Intl	Osaka	Japan
TTJ	RJOR	35.530069	134.166553	Tottori	Tottori	Japan
TKS	RJOS	34.132808	134.606639	Tokushima	Tokushima	Japan
TAK	RJOT	34.214167	134.015556	Takamatsu	Takamatsu	Japan
	RJOY	34.596311	135.602944	Yao	Osaka	Japan
	RJOZ	34.045322	131.052144	Ozuki	Ozuki	Japan
AOJ	RJSA	40.734722	140.690833	Aomori	Aomori	Japan
GAJ	RJSC	38.411894	140.371331	Yamagata	Yamagata	Japan
	RJSD	38.060181	138.413928	Sado	Sado	Japan
	RJSH	40.556447	141.466325	Hachinohe	Hachinoe	Japan
HNA	RJSI	39.428611	141.135278	Hanamaki	Hanamaki	Japan
AXT	RJSK	39.615556	140.218611	Akita	Akita	Japan
MSJ	RJSM	40.703222	141.368364	Misawa Ab	Misawa	Japan
SDJ	RJSS	38.139722	140.916944	Sendai	Sendai	Japan
	RJST	38.404919	141.219572	Matsushima	Matsushima	Japan
LKS	LKSZ	50.1929	14.1532	Sazena	Sazena	Czech Republic
	RJTA	35.454611	139.450167	Atsugi Naf	Atsugi	Japan
	RJTE	34.987053	139.829208	Tateyama	Tateyama	Japan
HAC	RJTH	33.115	139.785833	Hachijojima	Hachijojima	Japan
	RJTJ	35.841944	139.410556	Iruma	Iruma	Japan
	RJTK	35.398272	139.909936	Kisarazu	Kisarazu	Japan
	RJTL	35.798944	140.011111	Shimofusa	Shimofusa	Japan
OIM	RJTO	34.782033	139.360306	Oshima	Oshima	Japan
	RJTR	35.513769	139.393675	Kastner Aaf	Zama	Japan
HND	RJTT	35.552258	139.779694	Tokyo Intl	Tokyo	Japan
OKO	RJTY	35.748492	139.348483	Yokota Ab	Yokota	Japan
KWJ	RKJJ	35.126389	126.808889	Gwangju	Kwangju	South Korea
	RKJU	35.878436	127.11955	Jeon Ju	Jhunju	South Korea
RSU	RKJY	34.842328	127.61685	Yeosu	Yeosu	South Korea
SHO	RKND	38.142614	128.598556	Sokcho	Sokch'o	South Korea
KAG	RKNN	37.753561	128.943625	Gangneung	Kangnung	South Korea
MQB	\N	40.5200833	-90.6523889	Macomb Municipal Airport	Macomb	United States
CJU	RKPC	33.511306	126.493028	Jeju Intl	Cheju	South Korea
	RKPE	35.141175	128.695792	Jinhae	Chinhae	South Korea
PUS	RKPK	35.179528	128.938222	Gimhae Intl	Busan	South Korea
	YBUU	-17.5453	128.307	Bungle Bungle Airport	Bungle Bungle	Australia
USN	RKPU	35.593494	129.351722	Ulsan	Ulsan	South Korea
	RKSG	36.962214	127.031072	A 511	Pyongtaek	South Korea
SSN	RKSM	37.445833	127.113889	Seoul Ab	Seoul East	South Korea
OSN	RKSO	37.090617	127.029594	Osan Ab	Osan	South Korea
GMP	RKSS	37.558311	126.790586	Gimpo	Seoul	South Korea
	RKSW	37.239406	127.007053	Suwon	Suwon	South Korea
KPO	RKTH	35.987858	129.420486	Pohang	Pohang	South Korea
TAE	RKTN	35.894108	128.658856	Daegu Ab	Taegu	South Korea
YEC	RKTY	36.631933	128.35485	Yecheon	Yechon	South Korea
OKA	ROAH	26.195814	127.645869	Naha	Okinawa	Japan
	RODE	26.728775	127.761775	Ie Shima Aux Ab	Iejima	Japan
DNA	RODN	26.355612	127.767633	Kadena Ab	Kadena	Japan
ISG	ROIG	24.344525	124.186983	Ishigaki	Ishigaki	Japan
UEO	ROKJ	26.363506	126.713806	Kumejima	Kumejima	Japan
MMD	ROMD	25.846533	131.263494	Minami Daito	Minami Daito	Japan
MMY	ROMY	24.782833	125.295111	Miyako	Miyako	Japan
KTD	RORK	25.944722	131.326944	Kitadaito	Kitadaito	Japan
SHI	RORS	24.826667	125.144722	Shimojishima	Shimojishima	Japan
	RORT	24.653889	124.675278	Tarama	Tarama	Japan
RNJ	RORY	27.043964	128.401517	Yoron	Yoron	Japan
	ROTM	26.274275	127.756494	Futenma Mcas	Futema	Japan
OGN	ROYN	24.466944	122.977778	Yonaguni	Yonaguni Jima	Japan
MNL	RPLL	14.508647	121.019581	Ninoy Aquino Intl	Manila	Philippines
MYP	UTAM	37.6194	61.8967	Mary Airport	Mary	Turkmenistan
CBO	RPMC	7.165242	124.209619	Cotabato	Cotabato	Philippines
CGY	RPML	8.415619	124.611219	Cagayan De Oro	Ladag	Philippines
PAG	RPMP	7.827197	123.458294	Pagadian	Pagadian	Philippines
	RPMR	6.058003	125.096033	Tambler	Romblon	Philippines
	\N	-3.070875	39.2194305556	Crocodile Camp	Tsavo East	Kenya
ZAM	RPMZ	6.922419	122.059633	Zamboanga Intl	Zamboanga	Philippines
BAG	RPUB	16.375103	120.619636	Baguio	Baguio	Philippines
	RPUD	14.129167	122.980181	Daet	Daet	Philippines
	RPUF	14.986527	120.4925	Basa Ab	Floridablanca	Philippines
	RPUG	16.034786	120.241106	Lingayen	Lingayen	Philippines
	RPUH	12.361517	121.046639	San Jose	San Jose	Philippines
	RPUL	13.955017	121.124925	Fernando Ab	Lipa	Philippines
	RPUM	13.208092	120.60535	Mamburao	Mamburao	Philippines
	RPUQ	17.555331	120.355797	Vigan	Vigan	Philippines
	RPUR	15.729836	121.500133	Baler	Baler	Philippines
	\N	-2.8	37.5333333333	Kimana	Kimana	Kenya
	\N	-0.245167	36.8849	Solio Ranch Airport	Solio	Kenya
	EKKL	55.7001	11.2549	Kalundborg Flyveplads	Kalundborg	Denmark
	RPUZ	16.619194	121.252319	Bagabag	Bagabag	Philippines
TAC	RPVA	11.227628	125.027758	Daniel Z Romualdez	Tacloban	Philippines
BCD	RPVB	10.642511	122.929617	Bacolod	Bacolod	Philippines
GEN	\N	60.1939	11.1004	Gardermoen Airport	Oslo	Norway
DGT	RPVD	9.333714	123.300472	Dumaguete	Dumaguete	Philippines
	RPVE	11.924503	121.95405	Caticlan	Caticlan	Philippines
	RPVG	11.035544	125.741594	Guiuan	Guiuan	Philippines
ILO	RPVI	10.713044	122.545297	Iloilo	Iloilo	Philippines
KLO	RPVK	11.679431	122.376294	Kalibo	Kalibo	Philippines
	RPVM	10.307542	123.979439	Mactan Cebu Intl	Masbate	Philippines
AUW	\N	44.9262845	-89.6270018	Wausau Downtown Airport	Wausau	United States
PPS	RPVP	9.742119	118.758731	Puerto Princesa	Puerto Princesa	Philippines
SJI	RPVS	10.766044	121.933439	Antique	San Jose	Philippines
COC	SAAC	-31.296944	-57.996631	Comodoro Pierrestegui	Concordia	Argentina
GHU	SAAG	-33.010278	-58.613056	Gualeguaychu	Gualeguaychu	Argentina
	SAAJ	-34.545889	-60.930556	Junin	Junin	Argentina
PRA	SAAP	-31.794778	-60.480361	General Urquiza	Parana	Argentina
ROS	SAAR	-32.903611	-60.785	Rosario	Rosario	Argentina
SFN	SAAV	-31.711666	-60.811668	Sauce Viejo	Santa Fe	Argentina
AEP	SABE	-34.559175	-58.415606	Aeroparque Jorge Newbery	Buenos Aires	Argentina
COR	SACO	-31.323619	-64.207953	Ambrosio L V Taravella	Cordoba	Argentina
	SACT	-30.345278	-66.29361	Chamical	Gobernador Gordillo	Argentina
	SADF	-34.453189	-58.589644	San Fernando	San Fernando	Argentina
	SADJ	-34.56065	-58.789564	Mariano Moreno	Jose C. Paz	Argentina
LPG	SADL	-34.972222	-57.894694	La Plata	La Plata	Argentina
	SADM	-34.676317	-58.642756	Moron	Moron	Argentina
	SADP	-34.609939	-58.612592	El Palomar	El Palomar	Argentina
	SAHC	-37.444692	-70.222469	Chos Malal	Chosmadal	Argentina
	SAHR	-39.000672	-67.620514	General Roca	Fuerte Gral Roca	Argentina
MDZ	SAME	-32.831717	-68.792856	El Plumerillo	Mendoza	Argentina
LGS	SAMM	-35.493597	-69.574267	Malargue	Malargue	Argentina
AFA	SAMR	-34.588314	-68.403854	San Rafael	San Rafael	Argentina
CTC	SANC	-28.593214	-65.750925	Catamarca	Catamarca	Argentina
SDE	SANE	-27.765617	-64.310122	Santiago Del Estero	Santiago Del Estero	Argentina
	SANI	-28.03775	-67.580314	Tinogasta	Tinogasta	Argentina
IRJ	SANL	-29.381636	-66.795839	La Rioja	La Rioja	Argentina
	SANO	-29.223888	-67.438889	Chilecito	Chilecito	Argentina
TUC	SANT	-26.840861	-65.104944	Teniente Benjamin Matienzo	Tucuman	Argentina
UAQ	SANU	-31.571472	-68.418194	San Juan	San Julian	Argentina
RCU	SAOC	-33.085128	-64.261314	Rio Cuarto Area De Material	Rio Cuarto	Argentina
VDR	SAOD	-31.945183	-65.146283	Villa Dolores	Villa Dolores	Argentina
	SAOL	-34.135444	-63.36225	Laboulaye	Laboulaye	Argentina
	SAOM	-32.683639	-62.157792	Marcos Juarez	Marcos Juarez	Argentina
	SAOR	-33.725144	-65.378086	Villa Reynolds	Villa Reynolds	Argentina
LUQ	SAOU	-33.273192	-66.356422	San Luis	San Luis	Argentina
CNQ	SARC	-27.445503	-58.761864	Corrientes	Corrientes	Argentina
RES	SARE	-27.449986	-59.056125	Resistencia	Resistencia	Argentina
FMA	SARF	-26.212722	-58.228111	Formosa	Formosa	Argentina
IGR	SARI	-25.737281	-54.473444	Cataratas Del Iguazu	Iguazu Falls	Argentina
AOL	SARL	-29.689425	-57.152078	Paso De Los Libres	Paso De Los Libres	Argentina
	SARM	-30.271922	-57.640231	Monte Caseros	Monte Caseros	Argentina
PSS	SARP	-27.385839	-55.970728	Posadas	Posadas	Argentina
	SARS	-26.756519	-60.493103	Termal	Presidencia R.s.pena	Argentina
SLA	SASA	-24.855978	-65.486169	Salta	Salta	Argentina
JUJ	SASJ	-24.392778	-65.097778	Jujuy	Jujuy	Argentina
ORA	SASO	-23.152779	-64.32917	Oran	Oran	Argentina
	SASQ	-22.150556	-65.5775	La Quiaca	La Quiaca	Argentina
C47	\N	43.5603136	-89.4828607	Portage Municipal Airport	Portage	United States
	SATD	-26.397499	-54.574722	Eldorado	El Dorado	Argentina
	SATG	-29.099472	-59.250583	Goya	Goya	Argentina
	SATO	-27.518156	-55.124156	Obera	Obera	Argentina
	SATR	-29.210278	-59.68	Reconquista	Reconquista	Argentina
	SATU	-29.770555	-57.978889	Curuzu Cuatia	Curuzu Cuatia	Argentina
EHL	SAVB	-41.943189	-71.532289	El Bolson	El Bolson	Argentina
CRD	SAVC	-45.785347	-67.465508	Comodoro Rivadavia	Comodoro Rivadavia	Argentina
EQS	SAVE	-42.90795	-71.139472	Esquel	Esquel	Argentina
REL	SAVT	-43.2105	-65.270319	Almirante Zar	Trelew	Argentina
VDM	SAVV	-40.869222	-63.000389	Gobernador Castello	Viedma	Argentina
PMY	SAVY	-42.759161	-65.102725	El Tehuelche	Puerto Madryn	Argentina
	SAWB	-64.238335	-56.630833	Base Marambio	Marambio Base	Antarctica
PUD	SAWD	-47.735292	-65.904097	Puerto Deseado	Puerto Deseado	Argentina
RGA	SAWE	-53.777667	-67.749389	Rio Grande	Rio Grande	Argentina
RGL	SAWG	-51.608875	-69.312636	Rio Gallegos	Rio Gallegos	Argentina
USH	SAWH	-54.843278	-68.29575	Ushuaia Malvinas Argentinas	Ushuaia	Argentina
ULA	SAWJ	-49.306775	-67.802589	San Julian	San Julian	Argentina
PMQ	SAWP	-46.537911	-70.978689	Perito Moreno	Perito Moreno	Argentina
RZA	SAWU	-50.01655	-68.579197	Santa Cruz	Santa Cruz	Argentina
BHI	SAZB	-38.724967	-62.169317	Comandante Espora	Bahia Blanca	Argentina
	SAZC	-37.446111	-61.889297	Coronel Suarez	Colonel Suarez	Argentina
	SAZF	-36.890039	-60.216619	Olavarria	Olavarria	Argentina
	SAZG	-35.696183	-63.758286	General Pico	General Pico	Argentina
	SAZH	-38.386911	-60.329711	Tres Arroyos	Tres Arroyos	Argentina
	SAZI	-36.186594	-61.076367	Bolivar	Bolivar	Argentina
IWD	\N	46.5274747	-90.1313967	Gogebic Iron County Airport	Ironwood	United States
MDQ	SAZM	-37.934167	-57.573333	Mar Del Plata	Mar Del Plata	Argentina
NQN	SAZN	-38.949	-68.155711	Presidente Peron	Neuquen	Argentina
MCD	\N	45.8649344	-84.637344	Mackinac Island Airport	Mackinac Island	United States
	SAZP	-35.844592	-61.857553	Comodoro P Zanni	Pehuajo	Argentina
RSA	SAZR	-36.588322	-64.275694	Santa Rosa	Santa Rosa	Argentina
BRC	SAZS	-41.151172	-71.157542	San Carlos De Bariloche	San Carlos De Bariloche	Argentina
TDL	SAZT	-37.237392	-59.227922	Tandil	Tandil	Argentina
VLG	SAZV	-37.235408	-57.029239	Villa Gesell	Villa Gesell	Argentina
	SAZW	-38.939683	-69.264642	Cutralco	Cutralco	Argentina
CPC	SAZY	-40.075383	-71.137294	Aviador C Campos	San Martin Des Andes	Argentina
CDJ	SBAA	-8.348347	-49.301528	Conceicao Do Araguaia	Conceicao Do Araguaia	Brazil
	SBAF	-22.875083	-43.384708	Campo Delio Jardim De Mattos	Rio De Janeiro	Brazil
	SBAM	2.077511	-50.858236	Amapa	Amapa	Brazil
AQA	SBAQ	-21.812	-48.133028	Araraquara	Araracuara	Brazil
AJU	SBAR	-10.984	-37.070333	Santa Maria	Aracaju	Brazil
	SBAS	-22.638564	-50.455914	Assis	Assis	Brazil
AFL	SBAT	-9.866092	-56.106206	Alta Floresta	Alta Floresta	Brazil
ARU	SBAU	-21.141342	-50.424722	Aracatuba	Aracatuba	Brazil
BEL	SBBE	-1.37925	-48.476292	Val De Cans Intl	Belem	Brazil
BGX	SBBG	-31.390528	-54.112244	Comandante Gustavo Kraemer	Bage	Brazil
PLU	SBBH	-19.851181	-43.950628	Pampulha Carlos Drummond De Andrade	Belo Horizonte	Brazil
BFH	SBBI	-25.405078	-49.232036	Bacacheri	Curitiba	Brazil
	SBBQ	-21.267167	-43.761056	Major Brigadeiro Doorgal Borges	Barbacena	Brazil
BSB	SBBR	-15.8711	-47.918625	Presidente Juscelino Kubitschek	Brasilia	Brazil
BAU	SBBU	-22.345042	-49.0538	Bauru	Bauru	Brazil
BVB	SBBV	2.846311	-60.690069	Boa Vista	Boa Vista	Brazil
	SBBW	-15.861344	-52.388894	Barra Do Garcas	Barra Do Garcas	Brazil
CAC	SBCA	-25.000339	-53.500764	Cascavel	Cascavel	Brazil
	SBCC	-9.333936	-54.965422	Cachimbo	Itaituba	Brazil
CNF	SBCF	-19.63375	-43.968856	Tancredo Neves Intl	Belo Horizonte	Brazil
CGR	SBCG	-20.468667	-54.6725	Campo Grande	Campo Grande	Brazil
XAP	SBCH	-27.134219	-52.656553	Chapeco	Chapeco	Brazil
CLN	SBCI	-7.320444	-47.458667	Carolina	Carolina	Brazil
CCM	SBCM	-28.725817	-49.424739	Forquilhinha	Criciuma	Brazil
	SBCO	-29.945944	-51.144367	Canoas	Porto Alegre	Brazil
CAW	SBCP	-21.698333	-41.301669	Bartolomeu Lisandro	Campos	Brazil
CMG	SBCR	-19.011931	-57.673053	Corumba Intl	Corumba	Brazil
CWB	SBCT	-25.528475	-49.175775	Afonso Pena	Curitiba	Brazil
CRQ	SBCV	-17.652283	-39.253069	Caravelas	Caravelas	Brazil
CXJ	SBCX	-29.197064	-51.187536	Campo Dos Bugres	Caxias Do Sul	Brazil
CGB	SBCY	-15.652931	-56.116719	Marechal Rondon	Cuiaba	Brazil
CZS	SBCZ	-7.599906	-72.769489	Cruzeiro do Sul	Cruzeiro do Sul	Brazil
PPB	SBDN	-22.175056	-51.424639	Presidente Prudente	President Prudente	Brazil
MAO	SBEG	-3.038611	-60.049721	Eduardo Gomes Intl	Manaus	Brazil
	SBEK	-6.233156	-57.776869	Jacareacanga	Jacare-acanga	Brazil
	SBES	-22.812872	-42.092633	Sao Pedro Da Aldeia	Sao Pedro Da Aldeia	Brazil
IGU	SBFI	-25.59615	-54.487206	Cataratas Intl	Foz Do Iguacu	Brazil
FLN	SBFL	-27.670489	-48.547181	Hercilio Luz	Florianopolis	Brazil
FEN	SBFN	-3.854928	-32.423336	Fernando De Noronha	Fernando Do Noronha	Brazil
	SBFT	-20.278483	-49.187472	Fronteira	Fronteira	Brazil
	SBFU	-20.702817	-46.335264	Furnas	Alpinopolis	Brazil
FOR	SBFZ	-3.776283	-38.532556	Pinto Martins Intl	Fortaleza	Brazil
GIG	SBGL	-22.808903	-43.243647	Galeao Antonio Carlos Jobim	Rio De Janeiro	Brazil
	SBGM	-10.786375	-65.284792	Guajara Mirim	Guajara-mirim	Brazil
GYN	SBGO	-16.632033	-49.220686	Santa Genoveva	Goiania	Brazil
	SBGP	-21.773683	-48.405078	Embraer Unidade Gaviao Peixoto	Macae	Brazil
GRU	SBGR	-23.432075	-46.469511	Guarulhos Gov Andre Franco Montouro	Sao Paulo	Brazil
	SBGW	-22.791608	-45.204778	Guaratingueta	Guaratingueta	Brazil
ATM	SBHT	-3.253906	-52.253978	Altamira	Altamira	Brazil
	SBIC	-3.127256	-58.481186	Itacoatiara	Itaituba	Brazil
	SBIH	-4.242342	-56.000669	Itaituba	Itaituba	Brazil
IOS	SBIL	-14.815964	-39.033197	Ilheus	Ilheus	Brazil
IPN	SBIP	-19.470722	-42.487583	Usiminas	Ipatinga	Brazil
	SBIT	-18.444661	-49.213361	Hidroeletrica	Itumbiara	Brazil
IMP	SBIZ	-5.531292	-47.46005	Prefeito Renato Moreira	Imperatriz	Brazil
	SBJC	-1.414158	-48.460739	Julio Cesar	Belem	Brazil
JDF	SBJF	-21.7915	-43.386778	Francisco De Assis	Juiz De Fora	Brazil
JPA	SBJP	-7.148381	-34.950681	Presidente Castro Pinto	Joao Pessoa	Brazil
JOI	SBJV	-26.224453	-48.797364	Lauro Carneiro De Loyola	Joinville	Brazil
CPV	SBKG	-7.269917	-35.896364	Presidente Joao Suassuna	Campina Grande	Brazil
VCP	SBKP	-23.0075	-47.134444	Viracopos	Campinas	Brazil
	SBLJ	-27.782142	-50.281486	Lages	Lajes	Brazil
LIP	SBLN	-21.664039	-49.730519	Lins	Lins	Brazil
LDB	SBLO	-23.333625	-51.130072	Londrina	Londrina	Brazil
LAZ	SBLP	-13.262086	-43.408114	Bom Jesus Da Lapa	Bom Jesus Da Lapa	Brazil
	SBLS	-19.661611	-43.896403	Lagoa Santa	Lagoa Santa	Brazil
MAB	SBMA	-5.368589	-49.138025	Maraba	Maraba	Brazil
	SBMD	-0.889839	-52.60225	Monte Dourado	Almeirim	Brazil
MGF	SBMG	-23.476392	-52.016406	Regional De Maringa Silvio Name Junior	Maringa	Brazil
MOC	SBMK	-16.706925	-43.8189	Mario Ribeiro	Montes Claros	Brazil
GRM	KCKC	47.8383333	-90.3829444	Grand Marais Cook County Airport	Grand Marais	United States
	SBMN	-3.146042	-59.9863	Ponta Pelada	Manaus	Brazil
MCZ	SBMO	-9.510808	-35.791678	Zumbi Dos Palmares	Maceio	Brazil
MCP	SBMQ	0.050664	-51.072178	Macapa	Macapa	Brazil
	SBMS	-5.201919	-37.364347	Dix Sept Rosado	Mocord	Brazil
	SBMT	-23.509119	-46.637753	Marte	Sao Paulo	Brazil
MNX	SBMY	-5.811381	-61.278319	Manicore	Manicore	Brazil
NVT	SBNF	-26.879999	-48.65139	Ministro Victor Konder Intl	Navegantes	Brazil
GEL	SBNM	-28.281683	-54.169139	Santo Angelo	Santo Angelo	Brazil
